region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
west region,13057,no,basic,college,2/13/11,feb,unemployed,m,84412,suburban,single,190,29,67,1,7,personal auto,personal l3,offer3,branch,1833,luxury suv,small
north west,5143,no,basic,college,1/10/11,jan,employed,m,58443,suburban,married,65,24,71,0,6,personal auto,personal l3,offer3,agent,312,four-door car,small
west region,5207,no,basic,bachelor,2/16/11,feb,employed,m,74627,urban,married,65,21,61,0,6,corporate auto,corporate l3,offer1,agent,176,four-door car,medsize
west region,5799,no,basic,college,1/3/11,jan,employed,m,60689,rural,single,74,9,67,0,7,corporate auto,corporate l2,offer2,branch,5,four-door car,medsize
west region,3244,no,extended,college,1/27/11,jan,employed,f,68103,urban,divorced,82,28,91,0,1,personal auto,personal l2,offer2,branch,277,two-door car,medsize
west region,6111,no,extended,master,2/6/11,feb,medical leave,m,22944,suburban,married,80,26,83,0,5,corporate auto,corporate l1,offer3,branch,488,four-door car,medsize
central,9642,no,extended,bachelor,2/22/11,feb,employed,f,36108,suburban,divorced,128,5,35,2,9,personal auto,personal l2,offer3,agent,614,suv,large
central,7412,no,extended,bachelor,2/6/11,feb,employed,f,59940,urban,single,94,17,9,0,3,personal auto,personal l3,offer3,web,303,four-door car,medsize
central,5094,no,basic,bachelor,2/27/11,feb,employed,f,72006,suburban,divorced,64,4,38,0,3,personal auto,personal l1,offer4,agent,307,four-door car,medsize
central,4854,no,basic,high school or below,1/27/11,jan,employed,m,44279,suburban,married,61,32,7,0,3,personal auto,personal l1,offer2,agent,292,two-door car,small
central,4369,no,premium,master,1/11/11,jan,employed,m,88495,suburban,married,108,2,83,0,1,personal auto,personal l3,offer1,branch,535,two-door car,medsize
central,2521,no,basic,high school or below,2/7/11,feb,employed,m,53243,rural,divorced,66,4,15,2,1,personal auto,personal l3,offer1,call center,157,four-door car,medsize
north west,6633,no,extended,college,1/11/11,jan,employed,m,63483,rural,married,83,4,84,0,3,personal auto,personal l1,offer2,branch,85,four-door car,medsize
north west,5079,no,basic,bachelor,1/24/11,jan,unemployed,f,70474,suburban,married,68,6,95,0,5,personal auto,personal l3,offer2,agent,326,two-door car,small
central,3059,no,extended,bachelor,1/30/11,jan,unemployed,f,66743,rural,married,83,29,52,0,1,personal auto,personal l2,offer3,agent,197,two-door car,medsize
north west,6912,no,extended,college,1/21/11,jan,unemployed,m,56780,suburban,married,96,11,55,0,5,personal auto,personal l3,offer2,agent,460,four-door car,medsize
west region,5181,yes,basic,master,2/3/11,feb,employed,f,97131,suburban,married,64,5,80,0,6,corporate auto,corporate l3,offer2,agent,307,four-door car,small
west region,7486,no,basic,high school or below,1/27/11,jan,employed,f,38725,suburban,single,64,12,58,0,2,corporate auto,corporate l1,offer1,agent,307,two-door car,medsize
west region,8084,no,basic,bachelor,2/16/11,feb,disabled,m,20169,suburban,married,112,35,81,1,3,personal auto,personal l3,offer1,web,537,suv,small
west region,20604,no,basic,high school or below,2/21/11,feb,unemployed,m,89454,suburban,single,72,8,61,1,2,special auto,special l3,offer3,branch,723,two-door car,medsize
north west,2981,no,extended,college,2/24/11,feb,unemployed,m,62764,suburban,married,83,26,89,0,1,personal auto,personal l2,offer3,web,582,two-door car,medsize
west region,51016,no,premium,master,2/19/11,feb,employed,f,25167,urban,married,140,3,76,0,2,personal auto,personal l3,offer2,agent,422,suv,small
east,2549,no,basic,bachelor,2/12/11,feb,employed,m,72217,rural,married,64,13,15,0,1,personal auto,personal l2,offer2,branch,91,four-door car,medsize
central,8556,no,extended,college,1/9/11,jan,unemployed,m,83589,suburban,married,124,7,2,3,6,personal auto,personal l3,offer1,branch,595,suv,small
west region,7482,no,basic,bachelor,2/25/11,feb,unemployed,f,35751,suburban,married,101,17,20,0,3,corporate auto,corporate l2,offer1,agent,978,suv,medsize
central,3099,no,basic,bachelor,1/19/11,jan,unemployed,m,79020,suburban,single,102,18,32,5,1,corporate auto,corporate l2,offer2,call center,862,suv,medsize
central,14666,no,basic,bachelor,1/27/11,jan,unemployed,m,29369,suburban,single,61,0,31,0,2,corporate auto,corporate l2,offer1,branch,439,four-door car,small
west region,3549,no,basic,bachelor,1/19/11,jan,unemployed,m,14199,suburban,married,100,27,32,1,1,personal auto,personal l3,offer2,agent,480,suv,medsize
central,6874,no,extended,college,1/4/11,jan,employed,m,22093,suburban,divorced,87,2,8,0,9,corporate auto,corporate l3,offer4,branch,616,two-door car,medsize
east,5500,no,extended,high school or below,2/11/11,feb,employed,f,86073,rural,married,136,3,32,0,1,corporate auto,corporate l3,offer4,agent,333,sports car,medsize
east,5246,no,basic,college,2/21/11,feb,employed,m,70301,suburban,divorced,67,7,43,0,7,personal auto,personal l2,offer3,agent,328,four-door car,small
central,4686,yes,basic,college,2/12/11,feb,employed,m,58089,suburban,married,118,31,83,0,1,personal auto,personal l3,offer1,agent,566,suv,medsize
west region,5534,no,basic,bachelor,2/5/11,feb,disabled,m,16101,suburban,divorced,74,16,10,0,3,personal auto,personal l2,offer3,call center,437,four-door car,small
west region,4654,no,premium,master,1/7/11,jan,employed,f,81883,urban,married,114,15,40,0,1,personal auto,personal l3,offer2,branch,376,four-door car,medsize
central,18892,no,extended,bachelor,1/31/11,jan,unemployed,f,15779,suburban,single,92,34,39,1,2,personal auto,personal l2,offer1,call center,441,two-door car,large
north west,6758,no,basic,high school or below,2/7/11,feb,unemployed,m,30036,suburban,single,191,22,38,0,1,personal auto,personal l2,offer3,web,2042,luxury car,medsize
west region,3853,no,basic,college,2/23/11,feb,unemployed,f,76450,suburban,single,110,13,3,0,1,personal auto,personal l2,offer1,agent,792,suv,large
north west,16159,no,extended,college,1/30/11,jan,employed,m,29593,suburban,married,137,15,52,0,2,personal auto,personal l3,offer1,call center,657,sports car,medsize
west region,7519,yes,extended,high school or below,2/20/11,feb,employed,m,96306,rural,divorced,95,12,17,1,6,personal auto,personal l1,offer1,agent,185,four-door car,medsize
north west,2595,no,basic,bachelor,2/18/11,feb,employed,f,47234,rural,married,65,11,34,0,1,personal auto,personal l2,offer1,agent,15,four-door car,medsize
north west,11463,no,premium,doctor,1/15/11,jan,employed,f,45354,rural,married,285,5,51,0,1,personal auto,personal l3,offer4,agent,540,luxury suv,medsize
west region,6765,no,extended,college,2/24/11,feb,employed,m,59034,urban,married,85,0,85,0,3,personal auto,personal l3,offer1,agent,378,four-door car,medsize
central,4792,no,basic,high school or below,1/12/11,jan,disabled,f,24395,suburban,married,62,35,99,0,3,personal auto,personal l2,offer1,branch,357,two-door car,medsize
central,7282,no,basic,high school or below,1/31/11,jan,employed,m,40858,suburban,married,184,10,62,0,1,personal auto,personal l3,offer3,agent,883,luxury suv,large
west region,4111,no,basic,college,1/29/11,jan,employed,f,32210,suburban,divorced,103,16,97,0,1,corporate auto,corporate l2,offer1,call center,494,suv,large
central,2744,no,basic,doctor,2/25/11,feb,employed,f,35159,rural,married,68,0,73,0,1,personal auto,personal l3,offer1,agent,150,two-door car,large
central,3920,no,premium,high school or below,2/4/11,feb,unemployed,f,92517,suburban,married,108,2,55,1,1,personal auto,personal l3,offer3,branch,525,two-door car,large
west region,10391,yes,extended,bachelor,2/4/11,feb,employed,m,81439,rural,single,90,25,40,1,2,personal auto,personal l2,offer2,call center,108,two-door car,medsize
west region,5332,no,basic,doctor,2/22/11,feb,employed,f,68931,urban,married,66,32,30,0,7,special auto,special l2,offer2,branch,309,four-door car,medsize
north west,5121,no,extended,college,2/15/11,feb,employed,f,57161,suburban,married,127,20,92,0,1,personal auto,personal l1,offer1,agent,609,sports car,medsize
central,7610,no,extended,college,2/6/11,feb,employed,f,98701,rural,married,94,22,66,0,3,personal auto,personal l1,offer1,branch,79,four-door car,small
north west,16794,no,basic,high school or below,2/24/11,feb,employed,f,38399,urban,married,106,7,6,1,2,personal auto,personal l3,offer2,web,368,suv,medsize
east,5107,no,extended,college,1/15/11,jan,unemployed,m,96207,suburban,single,77,2,71,0,9,personal auto,personal l3,offer3,branch,554,four-door car,small
north west,5810,no,basic,high school or below,2/17/11,feb,employed,f,24860,suburban,married,73,2,35,0,8,personal auto,personal l2,offer4,web,350,four-door car,medsize
north west,21941,no,basic,bachelor,2/20/11,feb,employed,f,26378,rural,married,70,4,79,0,2,personal auto,personal l3,offer2,branch,147,four-door car,medsize
west region,3622,no,basic,college,1/25/11,jan,unemployed,m,74879,suburban,single,108,23,52,0,1,corporate auto,corporate l3,offer1,branch,1254,suv,medsize
west region,17497,yes,basic,college,2/28/11,feb,unemployed,m,51066,suburban,divorced,73,9,94,0,2,personal auto,personal l1,offer1,agent,350,two-door car,medsize
north west,2530,yes,basic,bachelor,1/21/11,jan,employed,f,89451,rural,single,63,11,2,0,1,personal auto,personal l2,offer2,web,61,four-door car,medsize
north west,4812,no,basic,college,1/3/11,jan,medical leave,m,16531,rural,married,63,0,40,0,4,corporate auto,corporate l1,offer1,web,102,four-door car,medsize
west region,16953,no,basic,bachelor,2/26/11,feb,employed,f,76797,urban,single,71,22,2,0,2,personal auto,personal l3,offer2,call center,234,four-door car,medsize
north west,9034,no,basic,bachelor,1/4/11,jan,medical leave,f,18846,suburban,married,115,16,84,0,3,personal auto,personal l2,offer1,agent,552,suv,small
central,4022,no,basic,high school or below,1/26/11,jan,unemployed,m,44490,suburban,single,117,6,1,0,1,personal auto,personal l3,offer1,agent,975,suv,medsize
north west,5214,no,basic,doctor,2/3/11,feb,employed,m,69991,rural,married,65,27,44,0,7,personal auto,personal l3,offer2,call center,4,four-door car,medsize
north west,4099,no,basic,high school or below,2/9/11,feb,medical leave,f,18606,suburban,married,110,12,45,1,1,personal auto,personal l3,offer3,agent,568,suv,medsize
west region,5052,no,basic,bachelor,1/14/11,jan,employed,m,34645,urban,single,69,1,2,3,5,special auto,special l3,offer3,agent,220,two-door car,large
north west,5864,no,basic,high school or below,2/11/11,feb,employed,f,72032,suburban,married,72,10,73,0,4,personal auto,personal l2,offer2,web,438,four-door car,medsize
east,23055,no,premium,high school or below,1/26/11,jan,employed,m,41727,rural,married,117,18,84,1,2,personal auto,personal l2,offer1,agent,82,four-door car,medsize
west region,4384,no,basic,high school or below,1/7/11,jan,employed,f,32272,rural,married,110,6,5,0,1,corporate auto,corporate l3,offer2,branch,6,suv,medsize
west region,3499,no,extended,high school or below,1/23/11,jan,disabled,m,16711,suburban,married,91,29,50,1,1,personal auto,personal l3,offer1,call center,580,four-door car,medsize
central,18898,no,extended,college,1/14/11,jan,unemployed,m,86803,suburban,single,132,23,33,0,2,personal auto,personal l1,offer1,agent,1405,suv,medsize
east,6832,no,extended,bachelor,1/26/11,jan,unemployed,f,35293,suburban,married,93,7,90,1,5,personal auto,personal l3,offer1,agent,446,four-door car,small
west region,2580,yes,basic,college,2/9/11,feb,employed,m,46900,suburban,married,66,13,59,0,1,corporate auto,corporate l2,offer2,web,316,four-door car,medsize
north west,16344,no,basic,college,1/16/11,jan,employed,f,57029,rural,married,68,24,97,0,2,corporate auto,corporate l3,offer1,call center,135,two-door car,small
north west,13727,yes,extended,college,1/8/11,jan,unemployed,m,53459,suburban,single,126,12,4,0,2,personal auto,personal l2,offer1,agent,604,suv,medsize
west region,13024,yes,extended,master,1/31/11,jan,unemployed,m,21869,suburban,single,125,6,61,0,2,personal auto,personal l2,offer1,agent,900,suv,small
east,13596,no,basic,high school or below,2/10/11,feb,employed,m,20128,suburban,married,70,28,10,2,2,personal auto,personal l2,offer2,branch,336,four-door car,medsize
west region,8935,no,basic,master,1/30/11,jan,employed,m,39910,suburban,single,112,16,4,0,5,personal auto,personal l2,offer1,call center,561,suv,medsize
central,5261,no,basic,master,2/2/11,feb,employed,m,43318,rural,married,66,35,28,0,5,personal auto,personal l2,offer2,branch,48,four-door car,medsize
north west,9416,no,basic,doctor,1/22/11,jan,employed,f,70602,urban,married,116,8,47,0,3,personal auto,personal l3,offer3,call center,481,suv,small
west region,5328,no,basic,college,1/30/11,jan,employed,f,81064,rural,single,70,20,4,4,3,personal auto,personal l3,offer1,agent,42,two-door car,large
central,7405,no,basic,bachelor,1/5/11,jan,employed,m,58779,suburban,single,64,13,82,1,2,personal auto,personal l1,offer2,branch,307,four-door car,medsize
central,6289,no,extended,bachelor,1/5/11,jan,employed,f,24477,suburban,married,79,15,32,0,3,personal auto,personal l3,offer4,call center,379,four-door car,small
west region,5048,no,premium,bachelor,2/4/11,feb,unemployed,f,24167,suburban,single,142,10,51,0,1,corporate auto,corporate l1,offer1,agent,880,suv,medsize
west region,13745,no,basic,college,1/10/11,jan,employed,m,40810,suburban,married,114,8,14,0,2,personal auto,personal l2,offer1,branch,780,suv,medsize
west region,3837,no,basic,bachelor,1/6/11,jan,unemployed,f,55358,rural,married,106,15,30,0,1,personal auto,personal l3,offer3,agent,117,suv,medsize
central,5678,yes,extended,bachelor,1/19/11,jan,unemployed,f,23511,suburban,married,76,6,44,0,3,personal auto,personal l1,offer2,agent,364,four-door car,small
west region,5306,no,basic,college,2/24/11,feb,employed,m,42871,suburban,married,67,2,13,0,6,corporate auto,corporate l3,offer3,web,321,four-door car,small
west region,6273,yes,extended,college,2/16/11,feb,retired,f,18577,suburban,divorced,86,21,76,0,6,personal auto,personal l3,offer1,branch,412,four-door car,medsize
central,15638,no,premium,college,2/23/11,feb,employed,m,49214,urban,married,102,0,82,3,2,corporate auto,corporate l2,offer1,agent,371,four-door car,medsize
west region,4568,no,basic,college,2/6/11,feb,unemployed,m,72331,suburban,single,70,5,33,1,7,personal auto,personal l3,offer1,branch,524,two-door car,medsize
north west,3803,no,basic,bachelor,1/26/11,jan,medical leave,f,20325,suburban,married,100,4,6,0,1,personal auto,personal l3,offer1,branch,668,sports car,medsize
north west,3517,no,extended,college,1/23/11,jan,employed,m,51814,rural,single,92,28,89,0,1,personal auto,personal l2,offer3,agent,56,four-door car,medsize
north west,2442,no,basic,high school or below,2/12/11,feb,employed,f,75449,rural,divorced,61,3,31,0,1,corporate auto,corporate l3,offer3,agent,130,two-door car,medsize
central,6832,no,extended,high school or below,1/14/11,jan,employed,m,66627,suburban,married,85,32,55,0,8,personal auto,personal l1,offer2,branch,733,four-door car,medsize
east,5550,no,basic,master,1/25/11,jan,employed,m,62219,urban,married,69,7,73,0,4,personal auto,personal l3,offer2,branch,243,two-door car,small
north west,5225,no,basic,college,2/9/11,feb,employed,m,57733,suburban,married,66,24,66,0,5,personal auto,personal l2,offer4,call center,393,two-door car,medsize
central,10388,no,extended,bachelor,1/11/11,jan,employed,f,61222,urban,single,89,20,55,0,2,special auto,special l3,offer3,branch,392,four-door car,small
north west,3500,no,extended,high school or below,2/26/11,feb,unemployed,f,22054,suburban,married,93,4,63,0,1,personal auto,personal l2,offer4,branch,446,two-door car,small
central,22041,no,basic,doctor,2/18/11,feb,unemployed,m,24496,suburban,married,65,11,15,0,2,personal auto,personal l3,offer3,agent,312,four-door car,small
